Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,IUC,Não fumador,2º Chave,Consumo Urbano,Inspecção válida até,Consumo Extra Urbano,VIN,Garantia de Fábrica até,Consumo Combinado,Sub-modelo,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,ou até,Consumo,Site,Portugal,Data
Profissional,Kia,Rio,1.2 CVVT LX,Gasolina,Maio,2016,105 256 km,1 248 cm3,85 cv,,,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,,Usados,12 700,8089779083,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-rio-1-2-cvvt-lx-ID8PtT5N.html,Metalizado,,Sim,Sim,,1 Junho 2024,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,MINI,One,Metropolitan,Gasolina,Abril,2016,74 000 km,1 198 cm3,102 cv,,,,Cabrio,Vermelho,Manual,6,3,4,Classe 1,Tracção dianteira,109 g/km,18 Meses,1,,Sim,Usados,13 880,8091883619,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-one-metropolitan-ID8PCIzW.html,Metalizado,110 €,Sim,Sim,"5,80 l/100km",20 Abril 2025,4 l/100km,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,308 SW,BlueHDi 120 Stop & Start Business-Line,Diesel,Março,2018,149 998 km,1 560 cm3,120 cv,Sim,,Sim,Carrinha,Cinzento,Manual,6,5,5,,Tracção dianteira,85 g/km,18 Meses,,,Sim,Usados,11 980,8092135887,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-bluehdi-120-stop-start-business-line-ID8PDMcL.html,,,Sim,Sim,"3,60 l/100km",14 Março 2026,3 l/100km,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio Sport Tourer,0.9 TCe Limited,Gasolina,Fevereiro,2020,159 464 km,898 cm3,90 cv,Sim,,Sim,Carrinha,Preto,Manual,5,5,5,Classe 1,,,18 Meses,,,,Usados,12 990,8092097408,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-0-9-tce-limited-ID8PDCc8.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,MINI,Cooper,D,Diesel,Fevereiro,2017,132 000 km,1 496 cm3,116 cv,,,Sim,Utilitário,Cinzento,Manual,6,5,5,,Tracção dianteira,114 g/km,18 Meses,,,,Usados,13 950,8091988261,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-ID8PD9NH.html,,,,Sim,"4,40 l/100km",,"3,60 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Smart,ForFour,Electric Drive Passion,Eléctrico,Julho,2020,26 400 km,,82 cv,Sim,Sim,Sim,Citadino,Branco,Automática,1,5,4,Classe 1,Tracção traseira,,18 Meses,,,Sim,Usados,14 490,8091400150,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-electric-drive-passion-ID8PAGO2.html,Metalizado,,Sim,Sim,,,,,,,,150 km,17 kWh,Própria,150 km,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Outubro,2017,154 828 km,1 461 cm3,90 cv,Sim,,Sim,Citadino,Branco,Manual,5,5,5,,,,24 Meses,,Nacional,Sim,Usados,14 250,8091233208,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8PzZnq.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,500C,1.2 Lounge J16,Gasolina,Agosto,2020,36 000 km,1 242 cm3,69 cv,Sim,Sim,Sim,Cabrio,Cinzento,Manual,5,2,4,Classe 1,Tracção dianteira,99 g/km,18 Meses,1,Nacional,Sim,Usados,13 480,8092020628,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-lounge-j16-ID8PDidK.html,Metalizado,110 €,Sim,Sim,"6,40 l/100km",10 Agosto 2024,"4,70 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,500,1.0 Hybrid Club,Gasolina,Setembro,2022,18 000 km,999 cm3,70 cv,Sim,Sim,Sim,Citadino,Vermelho,Manual,6,3,,Classe 1,Tracção dianteira,105 g/km,18 Meses,1,Nacional,Sim,Usados,14 990,8089838938,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-club-ID8Pu8Fc.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,316,d DPF Touring Edition Sport,Diesel,Setembro,2014,205 000 km,1 995 cm3,115 cv,,,Sim,Carrinha,Azul,Manual,6,5,5,Classe 1,Tracção traseira,,36 Meses,,,,Usados,13 999,8091612981,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-316-d-dpf-touring-edition-sport-ID8PBAaN.html,Metalizado,,Sim,,,,,,,,Série 3,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Twingo,1.0 SCe Dynamique,Gasolina,Fevereiro,2015,89 900 km,999 cm3,70 cv,,,Sim,Citadino,Branco,Manual,,5,4,,,,36 Meses,,Nacional,,Usados,10 400,8089811889,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-twingo-1-0-sce-dynamique-ID8Pu1CW.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C3,1.5 BlueHDi Feel Business,Diesel,Julho,2019,135 200 km,1 499 cm3,102 cv,,,Sim,Citadino,Outra,Manual,,5,5,,,,18 Meses,,Nacional,Sim,Usados,14 400,8090997981,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-5-bluehdi-feel-business-ID8Pz0br.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Opel,Corsa,1.3 CDTi Edition,Diesel,Junho,2018,125 408 km,1 248 cm3,95 cv,Sim,,Sim,Pequeno citadino,Branco,Manual,5,5,5,,,,24 Meses,,Nacional,,Usados,12 950,8091537932,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-edition-ID8PBgEk.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Polo,1.0 Confortline,Gasolina,Junho,2014,99 058 km,999 cm3,75 cv,,,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,108 g/km,18 Meses,1,Nacional,,Usados,8 750,8091921585,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8PCSsh.html,Metalizado,,,,"5,90 l/100km",25 Junho 2024,"4,10 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,MINI,Cabrio,Cooper D,Diesel,Setembro,2015,208 000 km,1 598 cm3,112 cv,,,,Cabrio,Branco,Manual,6,3,,,Tracção dianteira,105 g/km,36 Meses,,,,Usados,13 980,8091015925,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-d-ID8Pz4QR.html,,,,,"4,50 l/100km",,"3,70 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,308,1.2 PureTech Allure J17,Gasolina,Fevereiro,2014,94 700 km,1 199 cm3,130 cv,,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,36 Meses,,Nacional,Sim,Usados,13 750,8091257275,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-allure-j17-ID8PA5DB.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Toyota,Aygo,1.0 X-Play,Gasolina,Junho,2021,22 070 km,998 cm3,72 cv,,,Sim,Citadino,Branco,Manual,,5,4,,,,36 Meses,,Nacional,Sim,Usados,14 990,8090047930,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-play-ID8Pw122.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Mégane Sport Tourer,ENERGY dCi 110 Start & Stopp Dynamique,Diesel,Julho,2015,152 523 km,1 461 cm3,110 cv,,,,Carrinha,Preto,Manual,,5,,,,,36 Meses,,,,Usados,8 999,8091920603,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-energy-dci-110-start-stopp-dynamique-ID8PCScr.html,,,,,"3,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Dacia,Duster,Blue dCi 115 2WD Prestige,Diesel,Junho,2019,78 000 km,1 461 cm3,116 cv,,,Sim,SUV / TT,Preto,Manual,6,5,5,,,142 g/km,18 Meses,,Importado,Sim,Usados,19 900,8090653168,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-duster-blue-dci-115-2wd-prestige-ID8PxytV.html,,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,MINI,Electric,Cooper SE Camden Edition,Eléctrico,Dezembro,2021,33 991 km,,184 cv,,Sim,Sim,Citadino,Cinzento,Automática,1,3,4,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,Usados,23 950,8092097542,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-camden-edition-ID8PDCei.html,,,Sim,Sim,,30 Dezembro 2025,,Mostrar VIN,,,,230 km,,Própria,,,"15,50 kWh/100km",StandVirtual,Yes,2024-03-29
Profissional,Peugeot,3008,1.6 BlueHDi Allure EAT6 J18,Diesel,Janeiro,2018,137 000 km,1 560 cm3,120 cv,,,Sim,SUV / TT,Branco,Automática,6,5,5,Classe 1,Tracção dianteira,108 g/km,18 Meses,,,Sim,Usados,24 900,8091988575,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-allure-eat6-j18-ID8PD9SL.html,,,Sim,Sim,,12 Janeiro 2026,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,2008,1.5 BlueHDi Signature,Diesel,Junho,2019,85 665 km,1 499 cm3,102 cv,Sim,,Sim,SUV / TT,Preto,Manual,5,5,5,Classe 1,Tracção dianteira,129 g/km,18 Meses,1,Nacional,Sim,Usados,15 900,8091739340,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-signature-ID8PC72Q.html,,,Sim,Sim,"4,50 l/100km",,"3,20 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Kia,Rio,1.0 T-GDI Wave,Gasolina,Junho,2021,62 831 km,998 cm3,100 cv,Sim,Sim,Sim,Citadino,Prateado,Manual,6,5,5,Classe 1,Tracção dianteira,126 g/km,24 Meses,1,Nacional,,Usados,15 900,8091988626,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-rio-1-0-t-gdi-wave-ID8PD9TA.html,Metalizado,111 €,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Ford,Puma,1.0 EcoBoost Hybrid TITANIUM,Gasolina,Agosto,2020,16 000 km,999 cm3,125 cv,,,Sim,SUV / TT,Vermelho,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Usados,19 490,8090653155,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-hybrid-titanium-ID8PxytJ.html,Metalizado,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Kia,Ceed SW,1.6 CRDi GT Line,Diesel,Setembro,2016,133 000 km,1 582 cm3,136 cv,,,Sim,Carrinha,Prateado,Manual,6,5,5,Classe 1,,102 g/km,18 Meses,,Nacional,Sim,Usados,15 990,8091599875,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-6-crdi-gt-line-ID8PBvLp.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Opel,Mokka,1.2 T Elegance,Gasolina,Maio,2021,33 542 km,1 199 cm3,100 cv,,,Sim,SUV / TT,Azul,Manual,6,5,5,Classe 1,Tracção dianteira,123 g/km,18 Meses,1,Nacional,Sim,Usados,20 599,8088202156,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-mokka-1-2-t-elegance-ID8PngRu.html,Metalizado,,Sim,Sim,"5,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,T-Roc,1.0 TSI Style,Gasolina,Junho,2021,73 172 km,999 cm3,110 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,4,Classe 1,Tracção dianteira,135 g/km,18 Meses,1,Nacional,Sim,Usados,21 450,8091619028,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-0-tsi-style-ID8PBBKk.html,Metalizado,,,Sim,"6,20 l/100km",,"4,60 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,MINI,Clubman,,Diesel,Novembro,2015,115 000 km,1 995 cm3,150 cv,,,,Citadino,Azul,Automática,8,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,Usados,18 900,8092104484,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-ID8PDE2g.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Opel,Astra,1.6 D (CDTI DPF ecoFLEX) S&S Excellence,Diesel,Março,2019,79 022 km,1 598 cm3,110 cv,Sim,,Sim,Sedan,Prateado,Manual,6,4,5,Classe 1,,97 g/km,18 Meses,,Importado,,Usados,16 900,8091933967,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-d-cdti-dpf-ecoflex-s-s-excellence-ID8PCWFZ.html,Metalizado,,Sim,,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Dezembro,2020,56 459 km,999 cm3,100 cv,,,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,119 g/km,18 Meses,,Nacional,Sim,Usados,16 490,8092136519,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PDMmX.html,Metalizado,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,MINI,Electric,Cooper SE Premium Extra Yours,Eléctrico,Março,2022,28 500 km,,184 cv,,Sim,Sim,Utilitário,Cinzento,Automática,,3,4,Classe 1,,,18 Meses,,Importado,,Usados,28 850,8092070645,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-premium-extra-yours-ID8PDwet.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,SEAT,Ateca,1.0 TSI Style,Gasolina,Outubro,2022,42 000 km,999 cm3,110 cv,Sim,Sim,Sim,SUV / TT,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,138 g/km,36 Meses,,Nacional,Sim,Usados,22 890,8092080979,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-0-tsi-style-ID8PDxW9.html,Metalizado,,,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,Renault,Zoe,(c/ Bateria) 41 kwh Life,Eléctrico,Janeiro,2020,94 000 km,,92 cv,Sim,,,Citadino,Branco,Automática,,5,5,Classe 1,Tracção dianteira,,,2,Importado,Sim,Usados,17 700,8091828967,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-c-bateria-41-kwh-life-ID8PCumr.html,Pérola,,Sim,Sim,"7,50 l/100km",6 Janeiro 2025,"6,10 l/100km",Mostrar VIN,,,,280 km,41 kWh,Própria,280 km,,10 kWh/100km,StandVirtual,Yes,2024-03-29
Profissional,BMW,X1,16 d sDrive Auto Advantage,Diesel,Abril,2019,30 500 km,1 496 cm3,116 cv,,Sim,Sim,SUV / TT,Prateado,Automática,8,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Usados,29 899,8090415893,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-advantage-ID8PvyKW.html,,,Sim,Sim,,,,,,,Série X,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Audi,A1 Sportback,1.4 TDI Sport,Diesel,Setembro,2016,94 496 km,1 422 cm3,90 cv,Sim,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,,,18 Meses,1,Nacional,,Usados,16 900,8091868150,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-4-tdi-sport-ID8PCEyq.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,116,d Pack M,Diesel,Dezembro,2020,144 000 km,1 496 cm3,116 cv,,,Sim,Utilitário,Preto,Manual,,5,5,,Tracção dianteira,,18 Meses,,Nacional,Sim,Usados,24 750,8091112069,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PztRz.html,Metalizado,,Sim,Sim,,1 Dezembro 2024,,,,,Série 1,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line,Diesel,Agosto,2018,145 000 km,1 461 cm3,110 cv,,,Sim,Carrinha,Cinzento,Manual,,5,5,,Tracção dianteira,,18 Meses,,Nacional,Sim,Usados,15 990,8091628523,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-gt-line-ID8PBEdt.html,Metalizado,,Sim,Sim,,11 Agosto 2024,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Golf,1.6 TDI Trendline,Diesel,Outubro,2017,79 163 km,1 598 cm3,115 cv,,,Sim,Citadino,Azul,Manual,,5,5,,,,18 Meses,,,,Usados,16 490,8091751799,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-trendline-ID8PCahN.html,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,SEAT,Leon ST,2.0 TDI FR DSG,Diesel,Novembro,2020,157 000 km,1 968 cm3,150 cv,,Sim,Sim,Carrinha,Branco,Automática,,5,5,,Tracção dianteira,,18 Meses,,Nacional,Sim,Usados,23 750,8090911420,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-2-0-tdi-fr-dsg-ID8PyDFi.html,,,Sim,Sim,,1 Novembro 2024,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Nissan,Juke,1.2 DIG-T Tekna Premium,Gasolina,Janeiro,2018,44 780 km,1 197 cm3,115 cv,Sim,,Sim,SUV / TT,Preto,Manual,,5,5,,Tracção dianteira,,18 Meses,,,,Usados,17 490,8088110486,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-2-dig-t-tekna-premium-ID8PmT0V.html,Metalizado,,,Sim,,1 Janeiro 2026,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,Peugeot,5008,1.5 BlueHDi GT Line EAT8,Diesel,Janeiro,2019,143 000 km,1 499 cm3,130 cv,,,,SUV / TT,Branco,Automática,8,5,7,Classe 1,Tracção dianteira,140 g/km,,,,Sim,Usados,25 990,8091229737,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-eat8-ID8PzYtr.html,Pérola,,Sim,Sim,"4,40 l/100km",,"3,90 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Volvo,XC 40,2.0 D3,Diesel,Outubro,2018,121 000 km,1 969 cm3,150 cv,,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,102 g/km,18 Meses,1,Nacional,Sim,Usados,26 799,8088535520,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-ID8PoFAk.html,Metalizado,,Sim,Sim,"5,70 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Audi,A6 Avant,2.0 TDi Advance S tronic,Diesel,Maio,2017,127 500 km,1 968 cm3,190 cv,Sim,,Sim,Carrinha,Preto,Automática,,5,5,,Tracção dianteira,,18 Meses,,Nacional,Sim,Usados,28 450,8089554830,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-advance-s-tronic-ID8PsVKO.html,Metalizado,,Sim,Sim,,1 Maio 2025,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,i3,120Ah,Eléctrico,Setembro,2019,31 838 km,,170 cv,Sim,Sim,Sim,Citadino,Branco,Automática,,5,4,Classe 1,Tracção traseira,,18 Meses,,Importado,Sim,Usados,22 000,8092065422,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PDtSe.html,,,Sim,Sim,,5 Setembro 2025,,Mostrar VIN,,,Série i,300 km,42 kWh,Própria,,,,StandVirtual,Yes,2024-03-29
Profissional,Mazda,CX-3,SKYACTIV-D 150 Sports-Line,Diesel,Outubro,2017,79 000 km,1 499 cm3,105 cv,Sim,,Sim,SUV / TT,Azul,Manual,,5,5,,,,18 Meses,,,,Usados,15 990,8092097503,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-skyactiv-d-150-sports-line-ID8PDCdF.html,Pérola,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Alfa Romeo,Giulietta,1.6 JTDm Sport TCT,Diesel,Agosto,2018,82 840 km,1 598 cm3,120 cv,Sim,,Sim,Utilitário,Preto,Automática,,5,5,,,,18 Meses,,Nacional,,Usados,17 900,8092091276,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-sport-tct-ID8PDABe.html,,"154,12 €",,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Opel,Astra,1.5 D Elegance,Diesel,Novembro,2022,18 700 km,1 499 cm3,130 cv,,,Sim,Utilitário,Preto,Manual,6,5,5,,,,36 Meses,,Nacional,,Usados,24 900,8092091275,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-5-d-elegance-ID8PDABd.html,,,,Sim,,,,,1 Janeiro 0001,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta J18 Led,Gasolina,Março,2021,71 710 km,1 332 cm3,140 cv,,Sim,,SUV / TT,Outra,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Sim,Usados,23 500,8092097489,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-j18-led-ID8PDCdr.html,Metalizado,,Sim,Sim,,31 Março 2025,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Polo,1.0 TSI Life,Gasolina,Julho,2022,36 497 km,999 cm3,95 cv,Sim,,Sim,Citadino,Prateado,Manual,5,5,5,Classe 1,Tracção dianteira,119 g/km,18 Meses,1,Nacional,Sim,Usados,18 750,8092097462,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-tsi-life-ID8PDCd0.html,Metalizado,,Sim,Sim,"5,30 l/100km",1 Abril 2025,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,C 220,BlueTEC Avantgarde Aut.,Diesel,Abril,2018,179 000 km,2 143 cm3,170 cv,,,Sim,Carrinha,Branco,Automática,,5,5,,,114 g/km,18 Meses,,,Sim,Usados,28 900,8090871172,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-avantgarde-aut-ID8Pytc8.html,,,Sim,,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta J18 Led,Gasolina,Março,2021,71 710 km,1 332 cm3,140 cv,,Sim,,SUV / TT,Outra,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Sim,Usados,23 500,8092097489,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-j18-led-ID8PDCdr.html,Metalizado,,Sim,Sim,,31 Março 2025,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Polo,1.0 TSI Life,Gasolina,Julho,2022,36 497 km,999 cm3,95 cv,Sim,,Sim,Citadino,Prateado,Manual,5,5,5,Classe 1,Tracção dianteira,119 g/km,18 Meses,1,Nacional,Sim,Usados,18 750,8092097462,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-tsi-life-ID8PDCd0.html,Metalizado,,Sim,Sim,"5,30 l/100km",1 Abril 2025,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,C 220,BlueTEC Avantgarde Aut.,Diesel,Abril,2018,179 000 km,2 143 cm3,170 cv,,,Sim,Carrinha,Branco,Automática,,5,5,,,114 g/km,18 Meses,,,Sim,Usados,28 900,8090871172,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-avantgarde-aut-ID8Pytc8.html,,,Sim,,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,E 350,BlueTEC Auto,Diesel,Fevereiro,2015,168 000 km,2 987 cm3,251 cv,Sim,,Sim,Cabrio,Preto,Automática,7,2,4,Classe 1,,,18 Meses,2,,,Usados,29 990,8091521130,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-bluetec-auto-ID8PBchk.html,Metalizado,,Sim,Sim,,,,,,,Classe E,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,308,1.6 Hybrid GT Pack e-EAT8,Híbrido Plug-In,Janeiro,2022,27 256 km,1 598 cm3,225 cv,,Sim,Sim,Sedan,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,,36 Meses,,,Sim,Usados,27 980,8092065460,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-hybrid-gt-pack-e-eat8-ID8PDtSQ.html,Metalizado,,Sim,Sim,,,,,31 Dezembro 2025,,,,,,60 km,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,e-208,GT Pack,Eléctrico,Outubro,2022,6 345 km,,136 cv,,Sim,Sim,Citadino,Cinzento,Automática,,5,5,Classe 1,Tracção dianteira,,36 Meses,,Importado,Sim,Usados,26 480,8091130251,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-pack-ID8PzyAP.html,Metalizado,,Sim,Sim,,,,,1 Outubro 2025,,,,,Própria,,,,StandVirtual,Yes,2024-03-29
