Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Inspecção válida até,Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Possibilidade de financiamento,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Filtro de partículas,IUC,IVA Discriminado,Sub-modelo,Clássico,ou até,Consumo Combinado,Gancho de Reboque,Autonomia,Bateria,Consumo,Valor sem ISV,Capacidade da bateria,Site,Portugal,Data
Profissional,Volvo,V40,2.0 D2 Summum,Diesel,Julho,2016,99 000 km,1 969 cm3,120 cv,,Utilitário,Preto,Metalizado,Manual,,5,,,,,,,,,,,,"4,10 l/100km",,Usados,16 750        EUR,8090715699,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-summum-ID8PxOKw.html,Sim,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Fiat,500L,1.3 MJ City Cross J17,Diesel,Janeiro,2020,41 800 km,1 248 cm3,95 cv,Sim,Monovolume,Preto,,Manual,,5,5,,,,,,1,Nacional,,,,,,Usados,18 900        EUR,8090470290,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-city-cross-j17-ID8PvMUi.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Mercedes-Benz,E 220,CDI Elegance,Diesel,Janeiro,2010,130 000 km,2 149 cm3,170 cv,,Sedan,Preto,Metalizado,Manual,,5,5,,,,,,,,,,,"9,60 l/100km",,Usados,18 200        EUR,8090114135,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-cdi-elegance-ID8PwifR.html,,,,,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A3 Sportback,30 TDI Design,Diesel,Julho,2019,141 000 km,1 598 cm3,116 cv,Sim,Utilitário,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,,141 g/km,,1,Nacional,Sim,Sim,,5 l/100km,4 l/100km,Usados,19 950        EUR,8090712116,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-design-ID8PxNOI.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Julho,2018,78 000 km,1 598 cm3,115 cv,Sim,Carrinha,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,,104 g/km,,1,Nacional,Sim,Sim,Sim,"4,70 l/100km",,Usados,18 950        EUR,8090712084,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PxNOc.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Captur,1.0 TCe Exclusive,Gasolina,Junho,2021,28 900 km,999 cm3,90 cv,Sim,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,,,,,,Nacional,,,Sim,,,Usados,21 450        EUR,8090699671,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-exclusive-ID8PxKzZ.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Golf,1.4 GTE Plug-in,Híbrido (Gasolina),Junho,2018,66 000 km,1 395 cm3,204 cv,Sim,Utilitário,Cinzento,,Automática,,5,5,Classe 1,,,,,,Nacional,Sim,Sim,Sim,,,Usados,24 990        EUR,8090548471,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-gte-plug-in-ID8Px7fh.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A3 Sportback,30 TDI,Diesel,Setembro,2019,50 000 km,1 598 cm3,116 cv,Sim,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,,,,,,Nacional,Sim,,Sim,,,Usados,23 990        EUR,8090411562,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-ID8PvxD4.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A3 Sportback,1.6 TDI S tronic,Diesel,Novembro,2016,111 000 km,1 598 cm3,110 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,,Nacional,Sim,,Sim,,,Usados,19 990        EUR,8089566247,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-s-tronic-ID8PsZIX.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Fiat,500L,1.6 MJ Lounge S&S,Diesel,Maio,2017,99 472 km,1 598 cm3,120 cv,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,Classe 1,,,,,1,Nacional,,Sim,Sim,,,Usados,16 900        EUR,8090662274,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-6-mj-lounge-s-s-ID8PxAQO.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,V40,2.0 D3 Momentum,Diesel,Março,2019,139 000 km,1 969 cm3,150 cv,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,134 g/km,,,Nacional,Sim,Sim,Sim,"5,70 l/100km",4 l/100km,Usados,18 950        EUR,8090712050,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-momentum-ID8PxNNE.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Toyota,Yaris,1.5 HSD Comfort+P.Style,Híbrido (Gasolina),Setembro,2017,12 500 km,1 497 cm3,101 cv,Sim,Citadino,Branco,,Automática,1,5,5,Classe 1,Tracção dianteira,,75 g/km,,1,Nacional,Sim,,Sim,"3,50 l/100km","3,60 l/100km",Usados,18 450        EUR,8090711993,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-5-hsd-comfort-p-style-ID8PxNMJ.html,Sim,Sim,,18 Meses,,144 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A6 Avant,2.0 TDi Business Line Sport S tronic,Diesel,Agosto,2016,82 000 km,1 968 cm3,190 cv,Sim,Carrinha,Cinzento,,Automática,7,5,5,Classe 1,Tracção dianteira,,115 g/km,,1,Nacional,,Sim,Sim,"4,90 l/100km","4,10 l/100km",Usados,27 950        EUR,8090711962,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-business-line-sport-s-tronic-ID8PxNMe.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2019,98 000 km,1 461 cm3,116 cv,,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,106 g/km,,,,,,Sim,"4,70 l/100km","3,60 l/100km",Usados,29 890        EUR,8090662257,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxAQx.html,Sim,Sim,,18 Meses,Sim,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Fevereiro,2019,141 898 km,2 143 cm3,136 cv,,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,,162 g/km,,,,Sim,Sim,Sim,"6,60 l/100km","4,90 l/100km",Usados,28 990        EUR,8090662263,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PxAQD.html,,,,18 Meses,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Setembro,2020,32 142 km,999 cm3,100 cv,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,,,,,1,Nacional,,Sim,,,,Usados,15 900        EUR,8090603517,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8Pxlz7.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Captur,1.0 TCe Exclusive,Gasolina,Março,2021,29 359 km,999 cm3,90 cv,Sim,SUV / TT,Laranja,Metalizado,Manual,5,5,5,Classe 1,,,,,1,Nacional,,Sim,,,,Usados,20 400        EUR,8090603520,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-exclusive-ID8Pxlza.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,C 200,d Station 9G-TRONIC Avantgarde,Diesel,Dezembro,2019,170 000 km,1 597 cm3,160 cv,,Carrinha,Preto,,Automática,,5,,,,,,,,,,,,5 l/100km,,Usados,27 900        EUR,8090662255,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-station-9g-tronic-avantgarde-ID8PxAQw.html,,Sim,,36 Meses,Sim,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,208,1.2 PureTech Allure,Gasolina,Abril,2021,32 341 km,1 199 cm3,101 cv,Sim,Citadino,Prateado,,Manual,6,5,5,Classe 1,,,,,1,Nacional,,,Sim,,,Usados,18 950        EUR,8090710091,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8PxNi3.html,Sim,Sim,01/01/0001,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line EDC,Diesel,Junho,2019,52 830 km,1 461 cm3,115 cv,Sim,Carrinha,Branco,,Automática,7,5,5,Classe 1,,,,,1,Nacional,,,Sim,,,Usados,21 950        EUR,8090710060,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-edc-ID8PxNhy.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,,Diesel,Fevereiro,2017,113 000 km,1 461 cm3,109 cv,Sim,Sedan,Prateado,Metalizado,Manual,6,5,5,Classe 1,,,,,,,,Sim,,,,Usados,19 000        EUR,8090333067,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8Pvdd1.html,Sim,Sim,,18 Meses,Sim,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,208,1.2 PureTech Active,Gasolina,Abril,2021,28 198 km,1 199 cm3,75 cv,Sim,Citadino,Amarelo,,Manual,5,5,5,Classe 1,,,,,1,Nacional,,,Sim,,,Usados,16 950        EUR,8090712977,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-ID8PxO2B.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Grand Scénic,1.5 dCi Intens EDC SS,Diesel,Novembro,2018,147 000 km,1 461 cm3,110 cv,Sim,Monovolume,Azul,Metalizado,Automática,7,5,7,,Tracção dianteira,,104 g/km,,1,,,Sim,,"4,20 l/100km","3,90 l/100km",Usados,19 900        EUR,8090691243,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-5-dci-intens-edc-ss-ID8PxIo3.html,Sim,Sim,,18 Meses,,155 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,208,1.5 BlueHDi Active Pack,Diesel,Março,2021,16 000 km,1 499 cm3,102 cv,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,108 g/km,,,Importado,,,Sim,"3,70 l/100km","2,90 l/100km",Usados,19 950        EUR,8090702361,27 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-pack-ID8PxLhn.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Kia,Picanto,1.0 CVVT Urban,Gasolina,Maio,2023,2 827 km,998 cm3,67 cv,,Citadino,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,,117 g/km,,,Nacional,Sim,Sim,Sim,5 l/100km,"3,70 l/100km",Usados,15 990        EUR,8090597233,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-picanto-1-0-cvvt-urban-ID8PxjWL.html,Sim,Sim,30/05/2029,80 Meses,,,,,,150 000 km,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta 18,Diesel,Junho,2018,94 000 km,1 461 cm3,110 cv,Sim,SUV / TT,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,99 g/km,,1,,Sim,Sim,Sim,"4,20 l/100km","3,60 l/100km",Usados,20 000        EUR,8090700344,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-18-ID8PxKKQ.html,Sim,,,18 Meses,,154 €,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,2008,1.2 PureTech Allure Pack,Gasolina,Agosto,2021,28 526 km,1 199 cm3,102 cv,Sim,SUV / TT,Prateado,,Manual,6,5,5,Classe 1,,,,,1,Nacional,,,Sim,,,Usados,25 950        EUR,8090712995,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-pack-ID8PxO2T.html,Sim,Sim,28/08/2025,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLA 180,,Diesel,Março,2018,108 000 km,1 461 cm3,109 cv,Sim,Carrinha,Preto,,Automática,7,5,5,Classe 1,,,,,,,,Sim,,,,Usados,23 990        EUR,8090333014,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8Pvdca.html,Sim,Sim,,24 Meses,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,CDi BlueEfficiency,Diesel,Março,2016,137 000 km,1 461 cm3,109 cv,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,,,,Sim,,,,Usados,17 990        EUR,8090115427,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-blueefficiency-ID8PwiAH.html,Sim,Sim,,24 Meses,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Golf,2.0 TDi GTD,Diesel,Fevereiro,2016,145 524 km,1 968 cm3,184 cv,Sim,Citadino,Preto,Metalizado,Manual,,5,5,Classe 1,,,,,,,,Sim,,,,Usados,23 990        EUR,8090520045,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-gtd-ID8PvZQN.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A5 Sportback,35 TDI S tronic,Diesel,Dezembro,2018,74 998 km,1 968 cm3,150 cv,Sim,Citadino,Cinzento,,Automática,,5,5,,,,,,,Nacional,,,,,,Usados,28 990        EUR,8089107911,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-35-tdi-s-tronic-ID8Pr4ur.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Urban,Diesel,Agosto,2017,130 000 km,1 461 cm3,109 cv,,Carrinha,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,,101 g/km,,1,,,Sim,Sim,,,Usados,21 900        EUR,8089516619,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-ID8PsMOw.html,Sim,Sim,,18 Meses,,,Sim,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Renault,Grand Scénic,ENERGY dCi 110 EDC BOSE EDITION,Diesel,Setembro,2018,123 000 km,1 461 cm3,110 cv,,Monovolume,Cinzento,Metalizado,Automática,,5,7,,,,,,,,,,,"4,20 l/100km",,Usados,19 990        EUR,8090715228,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-energy-dci-110-edc-bose-edition-ID8PxOCU.html,Sim,Sim,,,Sim,146 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Maio,2021,35 500 km,999 cm3,92 cv,,Citadino,Branco,Metalizado,Manual,5,5,5,,Tracção dianteira,,121 g/km,,1,Nacional,Sim,Sim,Sim,,,Usados,15 350        EUR,8090533967,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8Px3tl.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Arona,1.0 TSI Xcellence,Gasolina,Julho,2021,36 000 km,999 cm3,95 cv,,SUV / TT,Branco,Pérola,Manual,5,5,5,Classe 1,Tracção dianteira,,123 g/km,,1,Nacional,Sim,Sim,Sim,"5,70 l/100km","4,30 l/100km",Usados,16 750        EUR,8090533243,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-xcellence-ID8Px3hF.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Opel,Mokka,1.2 T Elegance,Gasolina,Agosto,2022,20 652 km,1 199 cm3,100 cv,Sim,SUV / TT,Branco,,Manual,,5,5,,,,,,,Nacional,,,,,,Usados,25 500        EUR,8090010810,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-1-2-t-elegance-ID8PuRnk.html,,,,18 Meses,,,,,,,"5,50 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,208,1.2 PureTech Active,Gasolina,Maio,2021,45 200 km,1 199 cm3,75 cv,,Citadino,Branco,Pérola,Manual,5,5,5,Classe 1,Tracção dianteira,,118 g/km,,1,Nacional,Sim,Sim,Sim,"4,80 l/100km","3,70 l/100km",Usados,16 250        EUR,8090532677,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-ID8Px38x.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Junho,2019,52 000 km,898 cm3,90 cv,,SUV / TT,Azul,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,"0,77 g/km",24/06/2025,1,Nacional,,,Sim,"6,30 l/100km",,Usados,15 990        EUR,8088913027,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PqfN9.html,,,,18 Meses,,105 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Dacia,Sandero,1.0 ECO-G Stepway Extreme + Bi-Fuel,GPL,Julho,2023,1 950 km,999 cm3,101 cv,,SUV / TT,Verde,Metalizado,Manual,6,5,5,,Tracção dianteira,,131 g/km,,,Nacional,Sim,Sim,Sim,,,Usados,23 000        EUR,8090617728,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-eco-g-stepway-extreme-bi-fuel-ID8Pxpgk.html,,,19/07/2029,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Clio,1.0 TCe RS Line,Gasolina,Julho,2020,32 000 km,999 cm3,100 cv,Sim,Citadino,Laranja,,Manual,5,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,17 800        EUR,8088403680,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-rs-line-ID8Po7hS.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,BMW,116,d Pack M,Diesel,Fevereiro,2015,134 856 km,1 496 cm3,116 cv,,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,122 g/km,26/10/2024,2,Importado,,Sim,Sim,,,Usados,18 950        EUR,8090715348,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PxOEQ.html,,,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,520,d Pack M Auto,Diesel,Dezembro,2016,83 700 km,1 995 cm3,190 cv,,Carrinha,Preto,,Automática,,5,5,,,,128 g/km,,,Nacional,Sim,,Sim,,,Usados,29 900        EUR,8090546715,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Px6MX.html,Sim,Sim,,18 Meses,Sim,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Ibiza,1.0 TSI Style DSG,Gasolina,Abril,2022,30 600 km,999 cm3,110 cv,,Citadino,Preto,,Automática,,5,5,,,,126 g/km,,,Nacional,,,Sim,,,Usados,21 900        EUR,8090154037,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-style-dsg-ID8PwsDr.html,Sim,Sim,01/01/0001,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mazda,CX-3,1.5 Sky.Excellence Navi,Diesel,Março,2016,73 100 km,1 499 cm3,105 cv,,SUV / TT,Branco,,Manual,,5,5,,,,105 g/km,,,Nacional,,,Sim,,,Usados,17 900        EUR,8090154035,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-navi-ID8PwsDp.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Clio Sport Tourer,1.5 dCi Zen,Diesel,Maio,2018,71 346 km,1 461 cm3,90 cv,Sim,Carrinha,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,,82 g/km,,,,Sim,Sim,Sim,,,Usados,16 500        EUR,8090526708,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-zen-ID8Px1Ag.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Mazda,CX-3,1.5 Sky.Excellence Navi,Diesel,Novembro,2015,115 000 km,1 499 cm3,105 cv,,SUV / TT,Branco,,Manual,6,5,5,,Tracção dianteira,,105 g/km,,,,,,,"4,40 l/100km","3,80 l/100km",Usados,16 200        EUR,8090604532,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-navi-ID8PxlPu.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Leon ST,1.6 TDI Style S/S,Diesel,Janeiro,2020,162 681 km,1 598 cm3,115 cv,Sim,Carrinha,Cinzento,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,17 790        EUR,8090455772,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-s-s-ID8PvJ88.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,216 Gran Tourer,d Advantage,Diesel,Maio,2019,50 177 km,1 496 cm3,116 cv,Sim,Monovolume,Preto,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,23 990        EUR,8087073473,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-advantage-ID8PixeW.html,Sim,Sim,,18 Meses,,,,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,508,1.5 BlueHDi Business Line EAT8,Diesel,Agosto,2019,147 714 km,1 499 cm3,130 cv,Sim,Sedan,Azul,,Automática,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,22 890        EUR,8087925927,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-5-bluehdi-business-line-eat8-ID8Pm70b.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Mazda,CX-5,2.2 SKYACTIV-D Aut. Center-Line,Diesel,Maio,2018,125 697 km,2 191 cm3,150 cv,,SUV / TT,Cinzento,Metalizado,Automática,,5,,,,,,,,,,,,,,Usados,25 000        EUR,8090715270,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-5-2-2-skyactiv-d-aut-center-line-ID8PxODA.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,Q3,2.0 TDI Design,Diesel,Março,2018,72 555 km,1 968 cm3,150 cv,Sim,SUV / TT,Prateado,,Manual,,5,5,,,,,,,Nacional,Sim,,Sim,,,Usados,29 990        EUR,8088033217,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-2-0-tdi-design-ID8PmyUF.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Ford,Focus,2.0 TDCi ST,Diesel,Outubro,2016,192 000 km,1 998 cm3,185 cv,,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,110 g/km,,,,,,,5 l/100km,,Usados,18 500        EUR,8090298379,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-2-0-tdci-st-ID8Pv4bx.html,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Julho,2019,126 226 km,1 499 cm3,130 cv,Sim,Carrinha,Azul,,Manual,6,5,5,,Tracção dianteira,,125 g/km,,,Nacional,,,Sim,,,Usados,18 480        EUR,8084809227,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8P92cP.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X2,16 d sDrive Auto,Diesel,Maio,2019,135 000 km,1 496 cm3,116 cv,,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,,133 g/km,,,,Sim,Sim,Sim,,,Usados,26 990        EUR,8090145383,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-ID8PwqnR.html,,,,18 Meses,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Passat,2.0 TDI Confortline,Diesel,Dezembro,2017,74 502 km,1 968 cm3,150 cv,Sim,Sedan,Castanho,,Manual,,4,5,,,,,,,Nacional,Sim,,Sim,,,Usados,22 890        EUR,8088332126,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-2-0-tdi-confortline-ID8PnOFM.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
