Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Valor Fixo,Tracção,IUC,Filtro de partículas,Consumo Urbano,Emissões CO2,Registo(s),IVA Discriminado,Autonomia Máxima,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,Sub-modelo,Gancho de Reboque,Clássico,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Consumo,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,Audi,A6 Avant,Diesel,Maio,2017,127 500 km,1 968 cm3,190 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,,18 Meses,Nacional,Sim,Sim,Sim,Usados,29 490        EUR,8089554830,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-advance-s-tronic-ID8PsVKO.html,2.0 TDi Advance S tronic,Sim,Tracção dianteira,,,,,,,,,01/05/2025,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Opel,Zafira,Diesel,Outubro,2014,113 000 km,1 598 cm3,136 cv,,,Monovolume,Preto,Metalizado,Manual,6,5,7,Classe 1,,Nacional,Sim,Sim,Sim,Usados,15 850        EUR,8089661011,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-zafira-1-6-cdti-executive-ID8Ptonp.html,1.6 CDTi Executive,,Tracção dianteira,,,"4,70 l/100km",109 g/km,1,,,"3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,125,Diesel,Março,2017,175 000 km,1 995 cm3,224 cv,Sim,Sim,Utilitário,Branco,,Automática,7,5,5,,18 Meses,Importado,,,Sim,Usados,25 500        EUR,8090436059,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-125-d-pack-m-ID8PvE0b.html,d Pack M,Sim,,,,,,,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,320,Diesel,Março,2018,165 000 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,,Automática,8,5,5,,18 Meses,Importado,,,Sim,Usados,22 500        EUR,8090436070,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-aut-ID8PvE0m.html,d Touring Aut.,Sim,,,,,,,,,,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,MINI,Cooper,Diesel,Junho,2017,151 305 km,1 496 cm3,116 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,6,3,5,Classe 1,18 Meses,Importado,Sim,Sim,Sim,Usados,15 900        EUR,8087923132,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-ID8Pm6h6.html,D,,Tracção dianteira,147 €,,"4,40 l/100km",,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C3 Aircross,Gasolina,Abril,2019,96 000 km,1 199 cm3,82 cv,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,5,Classe 1,18 Meses,,,Sim,Sim,Usados,15 750        EUR,8090291479,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-shine-ID8Pv2of.html,1.2 PureTech Shine,,Tracção dianteira,,,,147 g/km,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Leon,Diesel,Maio,2019,98 000 km,1 598 cm3,115 cv,Sim,Sim,Citadino,Cinzento,,Manual,5,5,5,,18 Meses,Nacional,,Sim,Sim,Usados,16 900        EUR,8090412378,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-style-s-s-ID8PvxQe.html,1.6 TDI Style S/S,,Tracção dianteira,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C3 Aircross,Gasolina,Setembro,2019,89 000 km,1 199 cm3,110 cv,Sim,Sim,SUV / TT,Cinzento,,Manual,,5,5,,18 Meses,,,Sim,Sim,Usados,15 740        EUR,8090049824,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-shine-ID8Pw1vA.html,1.2 PureTech Shine,,Tracção dianteira,,,,142 g/km,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Kia,Ceed SW,Gasolina,Abril,2021,38 886 km,998 cm3,120 cv,Sim,Sim,Carrinha,Branco,,Manual,6,5,5,Classe 1,36 Meses,Nacional,,,Sim,Usados,22 000        EUR,8089121186,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-0-t-gdi-drive-ID8Pr7Vy.html,1.0 T-GDi Drive,Sim,,,,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,116,Diesel,Março,2019,79 771 km,1 496 cm3,116 cv,,,Citadino,Preto,,Manual,6,5,5,,18 Meses,,,,,Usados,20 900        EUR,8089559641,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-urban-ID8PsY0p.html,d Line Urban,,,,,,,,,,,01/05/2024,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Volvo,V40,Diesel,Dezembro,2019,46 500 km,1 969 cm3,150 cv,Sim,Sim,Utilitário,Preto,,Manual,6,5,5,Classe 1,24 Meses,Nacional,,,,Usados,26 700        EUR,8088857757,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-momentum-ID8Pq1pH.html,2.0 D3 Momentum,,Tracção dianteira,,,"5,70 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,116,Diesel,Abril,2019,87 613 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,21 990        EUR,8090302665,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8Pv5iF.html,d Line Sport,Sim,,,,,,1,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,VW,Sharan,Diesel,Dezembro,2015,160 579 km,1 968 cm3,184 cv,,,Monovolume,Cinzento,Metalizado,Automática,6,5,7,Classe 1,,,Sim,Sim,Sim,Usados,23 500        EUR,8089834290,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-blue-highline-dsg-ID8Pu7se.html,2.0 TDI Blue Highline DSG,Sim,Tracção dianteira,"271,56 €",,"6,10 l/100km",141 g/km,,,800 km,"4,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Mercedes-Benz,C 250,Diesel,Fevereiro,2014,197 000 km,2 143 cm3,204 cv,,,Carrinha,Cinzento,,Automática,7,5,5,,,,,,,Usados,21 000        EUR,8090584824,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-amg-line-aut-ID8PxgHC.html,d AMG Line Aut.,,Tracção traseira,,Sim,"5,40 l/100km",124 g/km,,,,"3,90 l/100km",,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Audi,A3 Sportback,Diesel,Fevereiro,2018,92 500 km,1 598 cm3,116 cv,,,Utilitário,Branco,Pérola,Manual,6,5,5,Classe 1,,Importado,,Sim,Sim,Usados,20 990        EUR,8090573483,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-design-ID8PxdKH.html,1.6 TDI Design,,Tracção dianteira,,,,,,,,,01/08/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C4 Picasso,Diesel,Janeiro,2017,149 955 km,1 560 cm3,115 cv,,,Carrinha,Branco,,Automática,,5,5,,18 Meses,Importado,,,,Usados,15 700        EUR,8090405987,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-picasso-1-6-e-hdi-collection-etg6-j17-ID8Pvvb9.html,1.6 e-HDi Collection ETG6 J17,,Tracção dianteira,,,,,,,,,02/01/2025,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Captur,Gasolina,Abril,2021,22 007 km,999 cm3,91 cv,Sim,Sim,SUV / TT,Azul,,Manual,6,5,5,,18 Meses,Nacional,,Sim,Sim,Usados,22 900        EUR,8085827865,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-ID8Pdjct.html,,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A6 Avant,Diesel,Abril,2014,195 000 km,1 968 cm3,190 cv,Sim,,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,24 499        EUR,8089487471,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-advance-s-tronic-ID8PsFen.html,2.0 TDi Advance S tronic,,Tracção dianteira,"235,26 €",,"5,30 l/100km",119 g/km,,,,,30/04/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Toyota,Yaris,Gasolina,Março,2021,41 262 km,998 cm3,72 cv,,Sim,Citadino,Branco,,Manual,5,5,5,Classe 1,60 Meses,Nacional,Sim,Sim,Sim,Usados,17 900        EUR,8087780283,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8Plw75.html,1.0 VVT-i Comfort Plus,,Tracção dianteira,,,,,,,,,,,,,,31/03/2028,,,,,160 000 km,,StandVirtual,Yes,2023-09-15
Profissional,VW,Sharan,Diesel,Fevereiro,2018,125 000 km,1 968 cm3,150 cv,,,Monovolume,Azul,,Manual,,5,7,,18 Meses,Nacional,,,,Usados,28 150        EUR,8090091957,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-blue-highline-ID8Pwcu9.html,2.0 TDI Blue Highline,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Fiat,500,Gasolina,Março,2022,30 652 km,999 cm3,70 cv,Sim,Sim,Citadino,Azul,,Manual,6,3,4,Classe 1,24 Meses,Nacional,,Sim,Sim,Usados,16 900        EUR,8089491640,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PsGjC.html,1.0 Hybrid Dolcevita,Sim,Tracção dianteira,108 €,,,119 g/km,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,420 Gran Coupé,Diesel,Agosto,2016,87 857 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Preto,,Manual,6,5,5,Classe 1,24 Meses,Nacional,Sim,Sim,Sim,Usados,29 900        EUR,8087768829,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-advantage-ID8Pls8l.html,d Advantage,Sim,,"259,49 €",,"5,10 l/100km",152 g/km,1,,,,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Nissan,Juke,Gasolina,Fevereiro,2022,17 525 km,999 cm3,114 cv,Sim,Sim,SUV / TT,Vermelho,Metalizado,Manual,6,5,5,Classe 1,24 Meses,Nacional,,Sim,Sim,Usados,23 450        EUR,8088364889,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8PnXcd.html,1.0 DIG-T N-Connecta,Sim,Tracção dianteira,"104,14 €",,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Leon,Gasolina,Março,2020,41 500 km,999 cm3,115 cv,Sim,Sim,Utilitário,Cinzento,,Manual,,5,5,,18 Meses,Nacional,,,Sim,Usados,19 700        EUR,8090608181,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-ID8PxmMl.html,,,,"108,32 €",,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A3 Sportback,Diesel,Fevereiro,2014,134 000 km,1 598 cm3,105 cv,Sim,Sim,Utilitário,Castanho,,Manual,6,5,5,,18 Meses,Importado,,,Sim,Usados,15 950        EUR,8090608179,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-attraction-ID8PxmMj.html,1.6 TDI Attraction,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,CLA 220,Diesel,Junho,2013,182 000 km,2 143 cm3,170 cv,Sim,Sim,Sedan,Preto,,Automática,7,4,5,,18 Meses,Importado,,,Sim,Usados,24 500        EUR,8089628077,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-cdi-7g-dct-amg-line-ID8PtfOd.html,CDI 7G-DCT AMG Line,Sim,,,,,,,,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A3 Sportback,Gasolina,Setembro,2021,57 000 km,999 cm3,110 cv,,,Citadino,Preto,,Manual,,5,5,,36 Meses,Nacional,,,,Usados,25 700        EUR,8090266167,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tfsi-advanced-ID8PwWNZ.html,30 TFSI Advanced,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,e-2008,Eléctrico,Junho,2020,43 698 km,,136 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,,18 Meses,Nacional,,,Sim,Usados,28 990        EUR,8089937992,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-allure-ID8PuyqQ.html,Allure,Sim,Tracção dianteira,,,,,,,,,,,,,,,320 km,,Própria,"17,80 kWh/100km",,,StandVirtual,Yes,2023-09-15
Profissional,Mitsubishi,Space Star,Gasolina,Junho,2023,1 000 km,1 193 cm3,71 cv,Sim,,Citadino,Branco,,Manual,,5,5,Classe 1,36 Meses,Nacional,,,Sim,Usados,16 250        EUR,8090085605,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-connect-edition-ID8PwaPH.html,1.2 Connect Edition,Sim,,,,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Leon ST,Diesel,Dezembro,2019,101 985 km,1 598 cm3,115 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,15 250        EUR,8090540085,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-s-s-ID8Px541.html,1.6 TDI Style S/S,,,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Nissan,Qashqai,Diesel,Junho,2018,119 022 km,1 461 cm3,110 cv,,,SUV / TT,Preto,Metalizado,Manual,6,5,5,,36 Meses,,,,,Usados,20 900        EUR,8090540086,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-18-ID8Px542.html,1.5 dCi N-Connecta 18,,Tracção dianteira,,,"4,20 l/100km",99 g/km,,,,"3,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Ford,Focus,Gasolina,Maio,2021,32 000 km,998 cm3,125 cv,,,Utilitário,Preto,,Manual,6,5,5,,,,,,,Usados,22 150        EUR,8090515578,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-mhev-st-line-ID8PvYGK.html,1.0 EcoBoost MHEV ST-Line,,Tracção dianteira,,,,119 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 180,Diesel,Fevereiro,2015,181 000 km,1 598 cm3,116 cv,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,,18 Meses,Importado,,,Sim,Usados,19 999        EUR,8090060942,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-bluetec-d-station-ID8Pw4pU.html,(BlueTEC) d Station,Sim,,,,,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,3008,Diesel,Abril,2018,127 000 km,1 560 cm3,120 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,6,5,5,,18 Meses,Importado,,,Sim,Usados,21 500        EUR,8089784278,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-style-eat6-ID8PtUrA.html,1.6 BlueHDi Style EAT6,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Fiat,500,Gasolina,Julho,2012,146 000 km,1 242 cm3,69 cv,Sim,,Cabrio,Branco,Metalizado,Manual,,3,4,Classe 1,18 Meses,,,Sim,Sim,Usados,18 000        EUR,8087940244,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-by-gucci-ID8PmaJ6.html,1.2 by Gucci,,,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A4 Avant,Diesel,Abril,2018,169 000 km,1 968 cm3,150 cv,Sim,Sim,Carrinha,Branco,,Automática,7,5,5,,18 Meses,Importado,,,Sim,Usados,22 750        EUR,8089388451,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-s-tronic-ID8Psfth.html,2.0 TDI S tronic,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,MINI,Clubman,Diesel,Janeiro,2016,185 000 km,1 496 cm3,116 cv,Sim,Sim,Carrinha,Preto,,Automática,6,6,5,,18 Meses,Importado,,,Sim,Usados,18 750        EUR,8090047702,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-sport-edition-auto-ID8Pw0Ym.html,One D Sport Edition Auto,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mazda,CX-3,Diesel,Outubro,2015,138 120 km,1 499 cm3,105 cv,Sim,Sim,SUV / TT,Vermelho,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,15 600        EUR,8089936841,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-ht-navi-ID8Puy8h.html,1.5 Sky.Excellence HT Navi,,Tracção dianteira,150 €,,"4,40 l/100km",105 g/km,,,,"3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Zoe,Eléctrico,Março,2021,3 000 km,,136 cv,Sim,Sim,Citadino,Branco,Metalizado,Automática,,5,5,Classe 1,36 Meses,,Sim,Sim,Sim,Usados,22 980        EUR,8090111015,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-50-ID8Pwhrx.html,Limited 50,,,,,,,,Sim,380 km,,,,,,,31/12/2028,380 km,50 kWh,Própria,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C4 Cactus,Gasolina,Fevereiro,2020,56 000 km,1 199 cm3,110 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,16 980        EUR,8090111016,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-origins-ID8Pwhry.html,1.2 PureTech Origins,,,,Sim,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C3,Gasolina,Julho,2022,1 437 km,1 199 cm3,83 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,,5,5,Classe 1,36 Meses,,Sim,Sim,Sim,Novos,18 480        EUR,8090355744,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8Pvj6M.html,1.2 PureTech Shine,,,,Sim,,,,,,,,,,,,31/12/2025,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Scirocco,Diesel,Janeiro,2013,239 000 km,1 968 cm3,140 cv,Sim,Sim,Coupé,Branco,Metalizado,Manual,6,3,5,,18 Meses,,,Sim,Sim,Usados,16 950        EUR,8089845284,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-scirocco-2-0-tdi-gts-ID8Puajy.html,2.0 TDI GTS,,Tracção dianteira,,,"6,10 l/100km",127 g/km,,,,"4,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Toyota,Auris Touring Sports,Diesel,Dezembro,2016,133 000 km,1 364 cm3,90 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,15 750        EUR,8088539040,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-auris-touring-sports-1-4-d-4d-exclusive-navi-ID8PoGw6.html,1.4 D-4D Exclusive+Navi,,,,,"5,20 l/100km",,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A4 Avant,Diesel,Fevereiro,2018,197 574 km,1 968 cm3,150 cv,,Sim,Carrinha,Cinzento,,Automática,7,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,,Usados,20 490        EUR,8089258252,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-s-tronic-ID8PrHBi.html,2.0 TDI S tronic,Sim,Tracção dianteira,,,,106 g/km,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Renault,Trafic,Diesel,Maio,2017,127 850 km,1 598 cm3,125 cv,,,Carrinha,Cinzento,Metalizado,Manual,6,4,9,,,Importado,Sim,Sim,Sim,Usados,23 500        EUR,8090574119,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-trafic-energy-dci-125-grand-combi-expression-ID8PxdUX.html,ENERGY dCi 125 Grand Combi Expression,,Tracção dianteira,,,,145 g/km,,,950 km,,02/07/2025,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Jeep,Renegade,Diesel,Abril,2018,125 689 km,1 598 cm3,120 cv,,Sim,SUV / TT,Azul,,Manual,6,5,5,,18 Meses,Nacional,Sim,Sim,,Usados,17 990        EUR,8088242640,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-6-mjd-limited-ID8Pnros.html,1.6 MJD Limited,Sim,Tracção dianteira,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Diesel,Fevereiro,2013,187 000 km,1 461 cm3,109 cv,Sim,Sim,Citadino,Preto,,Manual,6,5,5,,18 Meses,Importado,,,Sim,Usados,17 500        EUR,8089602969,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-amg-line-ID8Pt9hf.html,CDI AMG Line,Sim,,,,,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,208,Gasolina,Maio,2022,17 939 km,1 199 cm3,101 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,,5,5,Classe 1,36 Meses,,Sim,Sim,Sim,Usados,21 980        EUR,8089944909,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8PuAep.html,1.2 PureTech Allure,,,,,,,,Sim,,,,,,,,31/12/2028,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,308 SW,Diesel,Maio,2021,16 216 km,1 499 cm3,130 cv,Sim,Sim,Carrinha,Prateado,,Automática,8,5,5,Classe 1,36 Meses,Nacional,,,Sim,Usados,28 500        EUR,8089916877,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-eat8-ID8PusVh.html,1.5 BlueHDi GT EAT8,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Hyundai,Bayon,Gasolina,Maio,2022,17 323 km,998 cm3,102 cv,Sim,Sim,SUV / TT,Cinzento,,Manual,,5,5,,18 Meses,Nacional,,,Sim,Usados,19 999        EUR,8090608171,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-ID8PxmMb.html,1.0 T-GDi Premium,,,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,e-Golf,Eléctrico,Janeiro,2019,49 200 km,,136 cv,Sim,Sim,Citadino,Branco,,Automática,,5,5,,18 Meses,Importado,,,,Usados,22 900        EUR,8090338979,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PveKn.html,AC/DC,,,,,,,,Sim,250 km,,11/01/2025,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Puma,Gasolina,Novembro,2022,2 945 km,998 cm3,155 cv,,,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Sim,Usados,26 990        EUR,8090473220,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-x-ID8PvNFy.html,1.0 EcoBoost MHEV ST-Line X,,Tracção dianteira,,,"5,10 l/100km",123 g/km,1,,,"4,10 l/100km",,,,,,30/11/2029,,,,,140 000 km,,StandVirtual,Yes,2023-09-15
Profissional,BMW,520,Diesel,Setembro,2015,174 332 km,2 000 cm3,192 cv,,,Sedan,Preto,,Automática,,5,5,,18 Meses,Nacional,,Sim,Sim,Usados,25 850        EUR,8087431288,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-ID8Pk2k8.html,,Sim,,,Sim,,,,,,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,MINI,John Cooper Works,Gasolina,Março,2013,141 150 km,1 598 cm3,219 cv,,,Coupé,Preto,,Manual,6,3,4,,18 Meses,,,,Sim,Usados,19 950        EUR,8087812531,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-ID8PlDwd.html,,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Captur,Diesel,Junho,2018,100 000 km,1 461 cm3,90 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,15 600        EUR,8090540076,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-zen-ID8Px53S.html,1.5 dCi Zen,,Tracção dianteira,,,"4,60 l/100km",138 g/km,,,,"3,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,e-208,Eléctrico,Fevereiro,2020,32 200 km,,136 cv,Sim,Sim,Citadino,Azul,,Automática,,5,5,,24 Meses,Importado,,,,Usados,25 995        EUR,8090255277,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-allure-ID8PwSYl.html,Allure,,,,,,,,,340 km,,01/02/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
